name	chrom	strand	txStart	txEnd
ENSG00000214595	2	+	54951679	55199154
ENSG00000214597	8	-	145576888	145578574
ENSG00000214642	6	-	49936390	49937338
ENSG00000214643	6	-	49913814	49917157
ENSG00000214645	9	-	110539471	110540419
ENSG00000214655	10	+	75545420	75561550
ENSG00000214670	14	-	75158879	75179800
ENSG00000214681	3	-	51907737	51909600
ENSG00000214686	3	-	51812580	51813009
ENSG00000214688	10	-	73471458	73479578
ENSG00000214694	2	+	39117021	39202590
ENSG00000214700	12	-	27233991	27235447
ENSG00000214706	3	-	50325188	50329897
ENSG00000214708	17	-	30468245	30470154
ENSG00000214711	2	-	31397547	31440411
ENSG00000214717	X	-	2404455	2419008
ENSG00000214732	6	+	42123279	42131156
ENSG00000214736	6	+	41755400	41757636
ENSG00000214753	11	-	62480102	62494821
ENSG00000214756	11	+	62432781	62435580
ENSG00000214782	11	+	60496789	60511239
ENSG00000214787	11	-	59980562	59997528
ENSG00000214788	11	+	59705928	59712807
ENSG00000214814	8	+	124864227	125132302
ENSG00000214819	17	+	20483037	20484224
ENSG00000214827	X	-	154292309	154299501
ENSG00000214841	7	-	34685709	34699772
ENSG00000214842	2	-	17691851	17699706
ENSG00000214844	17	-	19041448	19041895
ENSG00000214854	22	-	39656865	39657063
ENSG00000214860	17	+	18280976	18292961
ENSG00000214866	2	+	3751453	3826457
ENSG00000214871	7	+	23210760	23234503
ENSG00000214872	11	+	57308979	57318108
ENSG00000214891	11	-	49075266	49080664
ENSG00000214900	14	-	50448430	50474238
ENSG00000214919	3	-	155459933	155461515
ENSG00000214921	17	-	42325758	42327236
ENSG00000214929	9	+	84603687	84610171
ENSG00000214940	16	-	18411799	18430593
ENSG00000214941	17	-	15879874	15903006
ENSG00000214944	5	+	72921983	73237817
ENSG00000214946	17	+	15635591	15648095
ENSG00000214954	8	+	92114890	92231228
ENSG00000214960	7	-	16130817	16460947
ENSG00000214967	16	+	16472912	16487811
ENSG00000214978	17	-	9705703	9725388
ENSG00000214999	17	+	7982800	7984883
ENSG00000215009	12	+	7456880	7481320
ENSG00000215012	22	-	19833669	19842409
ENSG00000215014	1	+	1510355	1511373
ENSG00000215018	7	-	7397506	7575484
ENSG00000215020	10	+	48255279	48279199
ENSG00000215021	12	-	7074515	7079988
ENSG00000215029	X	-	101715240	101726732
ENSG00000215033	10	+	47746962	47770871
ENSG00000215041	17	-	7218947	7232647
ENSG00000215045	7	-	6537405	6591067
ENSG00000215046	X	+	101470280	101481785
ENSG00000215066	9	-	6467618	6470375
ENSG00000215067	17	-	6780107	6915636
ENSG00000215114	8	+	59323823	59364060
ENSG00000215126	9	+	42671887	42714962
ENSG00000215131	16	-	3543484	3545424
ENSG00000215182	11	+	1151580	1162361
ENSG00000215183	9	-	35752987	35754266
ENSG00000215186	15	+	72947079	72958735
ENSG00000215187	9	-	35561945	35563896
ENSG00000215193	22	+	18560689	18588162
ENSG00000215203	4	+	42895284	43032675
ENSG00000215217	5	-	7830491	7851603
ENSG00000215218	5	+	6448736	6495022
ENSG00000215251	20	-	3127165	3140543
ENSG00000215252	15	-	34817483	34875771
ENSG00000215262	8	+	36641892	36793646
ENSG00000215269	X	+	49335037	49342357
ENSG00000215271	14	-	23741666	23755326
ENSG00000215274	X	+	49160148	49176323
ENSG00000215277	14	+	23654525	23742614
ENSG00000215298	8	+	23430157	23432974
ENSG00000215301	X	+	41192651	41209462
ENSG00000215305	20	+	2821349	2847378
ENSG00000215306	14	-	23286463	23291750
ENSG00000215343	8	+	11961898	11973025
ENSG00000215346	8	-	10983980	10987745
ENSG00000215356	8	+	7801144	7812271
ENSG00000215372	8	-	7213039	7243080
ENSG00000215375	4	+	671711	675822
ENSG00000215397	20	-	642240	656823
ENSG00000215405	15	-	20737094	20747114
ENSG00000215421	18	+	72342976	72777625
ENSG00000215428	9	+	133274029	133282639
ENSG00000215431	18	+	60491423	60492724
ENSG00000215440	20	+	57267669	57290900
ENSG00000215454	21	+	45993606	45994987
ENSG00000215455	21	-	45958864	45960078
ENSG00000215462	13	-	50007495	50020554
ENSG00000215472	18	-	47008051	47017956
ENSG00000215474	18	-	44746293	44775554
ENSG00000215475	13	-	46354405	46425871
ENSG00000215504	11	-	85563600	85565986
ENSG00000215527	18	+	12658192	12658892
ENSG00000215529	20	+	31446729	31494679
ENSG00000215545	20	-	29891015	29896388
ENSG00000215547	20	+	29845467	29847435
ENSG00000215549	13	+	26442061	26455095
ENSG00000215568	22	-	17442826	17489112
ENSG00000215595	20	+	1184098	1188918
ENSG00000215611	GL000201.1	-	26348	27637
ENSG00000215612	4	-	8868776	8873543
ENSG00000215615	GL000218.1	-	38792	97421
ENSG00000215616	GL000201.1	+	3905	22432
ENSG00000215621	17	-	79780293	79784533
ENSG00000215635	GL000204.1	-	44537	47211
ENSG00000215642	GL000192.1	-	180636	212206
ENSG00000215644	17	+	79762010	79771889
ENSG00000215689	GL000193.1	-	49252	88375
ENSG00000215695	1	+	15986364	15988217
ENSG00000215699	GL000191.1	-	38912	50281
ENSG00000215700	GL000191.1	+	29663	33264
ENSG00000215704	1	+	15802596	15817895
ENSG00000215712	6	-	157710418	157744633
ENSG00000215717	1	+	109632425	109639556
ENSG00000215749	15	-	82932454	82939157
ENSG00000215750	GL000194.1	-	53590	56132
ENSG00000215764	GL000209.1	+	7897	19915
ENSG00000215781	GL000195.1	-	43717	74342
ENSG00000215784	1	-	143896452	143913143
ENSG00000215788	1	-	6521211	6526235
ENSG00000215790	1	-	1663681	1677431
ENSG00000215845	1	-	161007421	161008780
ENSG00000215853	1	-	152126071	152131704
ENSG00000215883	1	-	54638031	54662167
ENSG00000215902	1	-	28527013	28527152
ENSG00000215906	1	-	23279536	23291831
ENSG00000215910	1	+	11821844	11849641
ENSG00000215912	1	-	2572807	2706236
ENSG00000215915	1	+	1385069	1405538
ENSG00000216490	19	+	18284477	18288927
ENSG00000216560	4	+	3578596	3591731
ENSG00000216588	19	+	45116940	45140081
ENSG00000216649	X	+	49315936	49323252
ENSG00000216895	7	-	155403925	155437095
ENSG00000216921	2	-	242836140	242841289
ENSG00000216937	10	+	32735068	32863492
ENSG00000217075	2	-	36758948	36779411
ENSG00000217128	5	-	130980130	131132710
ENSG00000217236	2	+	175199674	175203220
ENSG00000217442	22	-	50989541	51001334
ENSG00000217455	7	-	3180134	3198204
ENSG00000217555	16	+	66586470	66599975
ENSG00000217702	2	+	74361599	74362521
ENSG00000217792	GL000209.1	+	147649	156325
ENSG00000217825	7	-	154988397	154990146
ENSG00000217930	16	-	4390249	4401373
ENSG00000218336	4	+	183164582	183724177
ENSG00000218357	22	-	47857048	47882860
ENSG00000218416	2	-	241388835	241396131
ENSG00000218497	GL000223.1	-	42781	68787
ENSG00000218537	22	-	24236613	24241117
ENSG00000218672	7	+	155174771	155189051
ENSG00000218739	2	+	37423631	37431884
ENSG00000218819	2	+	21346789	21366144
ENSG00000218823	7	-	4897364	4901625
ENSG00000218891	19	-	56088899	56092187
ENSG00000219016	22	-	48934712	48943199
ENSG00000219073	1	+	22303514	22315837
ENSG00000219200	17	+	6915736	6917851
ENSG00000219435	11	+	64067863	64072238
ENSG00000219438	22	+	48885272	49146635
ENSG00000219481	1	-	16888814	16939982
ENSG00000219492	4	-	9385743	9390709
ENSG00000219545	7	+	7811992	7918854
ENSG00000219607	6	+	5085720	5087455
ENSG00000219626	2	+	24346350	24392506
ENSG00000220008	19	-	2289783	2292023
ENSG00000220023	GL000219.1	-	57414	99642
ENSG00000220032	18	+	74207477	74210045
ENSG00000220201	19	-	10415479	10420556
ENSG00000220205	17	-	8062467	8066293
ENSG00000220256	2	+	240684554	240724577
ENSG00000220575	7	-	154860253	154863267
ENSG00000220702	22	+	44761431	44762164
ENSG00000220891	22	+	22901750	22909007
ENSG00000220903	GL000222.1	-	86430	89304
ENSG00000221813	7	+	143701022	143702068
ENSG00000221818	8	-	25699246	25902913
ENSG00000221819	16	-	90095316	90096309
ENSG00000221821	6	-	42858005	42858554
ENSG00000221823	2	-	68405989	68479663
ENSG00000221826	19	-	43225794	43244721
ENSG00000221829	9	-	35073835	35080013
ENSG00000221836	7	+	143747461	143748473
ENSG00000221837	21	+	46047040	46048294
ENSG00000221838	7	+	99699180	99704802
ENSG00000221840	11	-	51411378	51412448
ENSG00000221843	2	+	27799389	27805588
ENSG00000221845	7	+	47694842	47701246
ENSG00000221852	17	-	39182278	39183454
ENSG00000221855	7	+	143174966	143175889
ENSG00000221858	7	+	143792141	143793186
ENSG00000221859	21	+	46057273	46058370
ENSG00000221864	21	-	46086106	46086844
ENSG00000221866	7	-	131808100	132262060
ENSG00000221867	X	-	151934653	151938171
ENSG00000221869	8	-	48649471	48651648
ENSG00000221870	X	+	144908928	144911368
ENSG00000221874	19	-	53431728	53466076
ENSG00000221880	17	-	39190142	39191107
ENSG00000221882	17	-	3181193	3182268
ENSG00000221883	3	-	48955221	48956818
ENSG00000221886	5	-	159820155	159827104
ENSG00000221887	18	+	61616535	61627646
ENSG00000221888	1	-	247920676	247921982
ENSG00000221890	22	-	39214457	39239987
ENSG00000221900	7	+	53103349	53104617
ENSG00000221909	7	-	99143931	99149757
ENSG00000221910	7	+	143632259	143633372
ENSG00000221914	8	+	26150732	26228402
ENSG00000221916	19	-	49621655	49622397
ENSG00000221923	19	+	52873204	52889048
ENSG00000221926	17	-	15531274	15587614
ENSG00000221931	11	-	123624196	123625253
ENSG00000221932	11	+	124789146	124790573
ENSG00000221933	7	+	143771275	143772288
ENSG00000221937	7	+	142919130	142920162
ENSG00000221938	7	+	143826151	143827162
ENSG00000221944	2	-	233412779	233415226
ENSG00000221946	19	+	35634154	35645204
ENSG00000221947	8	+	71581600	71648177
ENSG00000221949	12	-	62995531	62997214
ENSG00000221953	1	-	247273462	247275719
ENSG00000221954	11	-	50003009	50004071
ENSG00000221955	3	-	124801482	124930243
ENSG00000221961	2	-	240981230	240982399
ENSG00000221962	3	-	152057484	152058779
ENSG00000221963	22	+	36044442	36064456
ENSG00000221968	11	-	61640998	61659006
ENSG00000221970	7	+	144015218	144016150
ENSG00000221972	3	-	133646992	133648656
ENSG00000221977	14	+	22133297	22134238
ENSG00000221978	1	-	1321875	1334692
ENSG00000221983	19	+	18682670	18688360
ENSG00000221986	1	-	109834987	109849663
ENSG00000221988	6	+	32121300	32131455
ENSG00000221989	7	+	143806607	143807657
ENSG00000221990	5	-	441645	443258
ENSG00000221994	X	-	47917603	47930483
ENSG00000221995	17	-	27400539	27405875
ENSG00000221996	11	-	4388493	4389616
ENSG00000222000	2	-	98947852	98950434
ENSG00000222001	2	+	233877324	233880595
ENSG00000222004	7	+	26677490	26686889
ENSG00000222005	2	+	47043822	47049794
ENSG00000222007	2	-	236682499	236692031
ENSG00000222009	1	+	45274154	45279801
ENSG00000222011	7	+	102389655	102448849
ENSG00000222012	7	+	157406715	157411457
ENSG00000222014	2	+	130737235	130740311
ENSG00000222017	2	+	198557830	198639547
ENSG00000222018	21	-	35772615	35773370
ENSG00000222020	2	+	240323499	240324058
ENSG00000222022	2	-	238330063	238333919
ENSG00000222028	14	+	23511376	23513269
ENSG00000222031	2	-	151857734	151905288
ENSG00000222033	2	-	171568961	171571077
ENSG00000222036	14	+	19553365	19590078
ENSG00000222038	2	+	131369054	131415664
ENSG00000222040	2	-	96778707	96781984
ENSG00000222046	1	+	32674695	32681797
ENSG00000222047	10	-	75669727	75682535
ENSG00000223417	11	-	89644279	89654935
ENSG00000223443	8	-	11994677	11996586
ENSG00000223474	1	-	26145212	26147288
ENSG00000223496	16	-	70284134	70285833
ENSG00000223501	6	-	33218049	33239671
ENSG00000223510	17	-	14138990	14140166
ENSG00000223524	8	+	86747543	86749570
ENSG00000223547	19	+	12175514	12192380
ENSG00000223569	4	+	9236111	9237700
ENSG00000223572	15	+	43985725	43991420
ENSG00000223601	10	-	22497743	22498950
ENSG00000223609	11	-	5254068	5255878
ENSG00000223638	19	+	56270380	56274541
ENSG00000223802	19	-	18979361	19006953
ENSG00000223865	6	+	33043703	33054978
ENSG00000223874	2	+	217735495	217736362
ENSG00000223931	16	+	32063311	32063601
ENSG00000223953	11	-	119209652	119217383
ENSG00000224051	1	+	1260147	1264277
ENSG00000224089	X	-	120072561	120075873
ENSG00000224130	11	+	58672897	58676071
ENSG00000224132	2	+	238165734	238166319
ENSG00000224153	3	+	184119418	184157436
ENSG00000224186	5	+	134368970	134680375
ENSG00000224201	X	+	152338301	152340864
ENSG00000224226	17	-	34493061	34503988
ENSG00000224336	Y	-	9374241	9384693
ENSG00000224361	2	-	23729913	23747214
ENSG00000224383	17	+	62075711	62079876
ENSG00000224389	6	+	31982539	32003195
ENSG00000224420	19	+	50191921	50193832
ENSG00000224470	16	+	71879894	71891231
ENSG00000224474	10	-	99179228	99185831
ENSG00000224531	6	+	11094266	11138964
ENSG00000224586	6	+	28493702	28502729
ENSG00000224659	X	+	49178536	49185863
ENSG00000224689	19	-	9800600	9811452
ENSG00000224712	16	+	14805546	14820150
ENSG00000224730	19	-	55147173	55150343
ENSG00000224838	5	+	59726565	59726939
ENSG00000224854	9	+	21967137	21967738
ENSG00000224867	1	-	220603286	220608023
ENSG00000224870	1	+	1334902	1336467
ENSG00000224877	17	+	79213039	79215081
ENSG00000224902	X	+	49344586	49351904
ENSG00000224940	7	-	127990380	128001739
ENSG00000224963	X	+	152751314	152752546
ENSG00000224982	12	+	120031264	120079363
ENSG00000224997	14	+	104177607	104179149
ENSG00000225119	10	+	38717074	38736820
ENSG00000225190	17	-	43513266	43568110
ENSG00000225362	15	-	71402583	71407833
ENSG00000225399	3	+	49297518	49298744
ENSG00000225485	17	+	36584662	36668628
ENSG00000225516	Y	-	9293012	9323893
ENSG00000225526	3	-	12581471	12587055
ENSG00000225556	1	-	151810295	151813033
ENSG00000225614	16	+	88493879	88507165
ENSG00000225663	17	-	79780293	79784538
ENSG00000225683	6	-	163586446	163612840
ENSG00000225697	3	-	48663158	48672874
ENSG00000225781	7	+	142749417	142750444
ENSG00000225828	1	-	32826871	32827844
ENSG00000225830	10	-	50663414	50747072
ENSG00000225885	8	+	119294481	119297202
ENSG00000225899	10	-	135438603	135440299
ENSG00000225921	6	+	13615559	13621437
ENSG00000225932	7	+	143880559	143883146
ENSG00000225940	5	-	55807394	55902059
ENSG00000225950	19	-	49564397	49567124
ENSG00000225968	7	+	1727755	1787590
ENSG00000225996	1	+	150521897	150524367
ENSG00000226023	X	-	120092025	120095337
ENSG00000226104	19	+	10751715	10752093
ENSG00000226124	2	-	200677235	200715866
ENSG00000226174	14	+	105864920	105880196
ENSG00000226180	16	-	87727144	87729753
ENSG00000226209	10	-	13350145	13350447
ENSG00000226288	11	+	4608021	4609135
ENSG00000226321	2	+	241861986	241904043
ENSG00000226364	17	+	50939481	50976948
ENSG00000226372	X	-	27996110	27999566
ENSG00000226397	12	-	25146358	25150373
ENSG00000226479	2	-	120978854	120980984
ENSG00000226490	8	+	142524738	142528837
ENSG00000226600	X	-	120077421	120080733
ENSG00000226650	5	+	154393260	154397685
ENSG00000226685	X	-	120011344	120066151
ENSG00000226742	18	+	77724561	77730822
ENSG00000226757	4	+	122685740	122687962
ENSG00000226761	12	-	11213964	11214893
ENSG00000226763	19	+	44100769	44118649
ENSG00000226777	14	+	106384297	106388531
ENSG00000226784	X	-	77223458	77225135
ENSG00000226807	8	-	142505011	142506859
ENSG00000226887	4	-	53608719	53617807
ENSG00000226894	4	-	69054242	69083798
ENSG00000226907	X	-	134962849	134971244
ENSG00000226929	X	-	120067700	120071012
ENSG00000226941	Y	+	24549617	24564028
ENSG00000226974	13	+	64320934	64321323
ENSG00000226976	6	+	37012607	37013177
ENSG00000226979	6	+	31539831	31542101
ENSG00000227011	17	+	51062880	51065012
ENSG00000227051	14	+	96505661	96560417
ENSG00000227057	6	-	33246885	33257304
ENSG00000227059	12	-	133794898	133812681
ENSG00000227124	3	-	75786029	75834255
ENSG00000227140	4	+	9341129	9342721
ENSG00000227151	13	+	57734766	57737787
ENSG00000227152	1	+	248604508	248605434
ENSG00000227164	20	+	52105495	52106164
ENSG00000227184	8	-	144939497	144952632
ENSG00000227234	X	+	140084756	140085871
ENSG00000227268	10	-	89618918	89623194
ENSG00000227345	10	-	51026325	51130715
ENSG00000227450	17	+	36905613	36906969
ENSG00000227471	7	+	134233888	134264627
ENSG00000227488	X	+	49306370	49313697
ENSG00000227500	19	+	1905213	1926016
ENSG00000227507	6	-	31548332	31550202
ENSG00000227551	4	+	9221878	9223470
ENSG00000227729	14	-	104406763	104408645
ENSG00000227782	17	+	15943505	15943994
ENSG00000227839	1	+	50459990	50461874
ENSG00000227868	1	-	23337327	23342343
ENSG00000227921	9	+	40028620	40032417
ENSG00000228008	3	+	49941420	49954370
ENSG00000228032	14	+	104710541	104712473
ENSG00000228049	7	-	102277474	102312068
ENSG00000228075	18	+	54814293	54817531
ENSG00000228083	9	-	21239201	21239978
ENSG00000228120	21	-	44579176	44582387
ENSG00000228146	16	+	3194244	3199964
ENSG00000228157	17	+	18996287	18997619
ENSG00000228198	1	+	248366332	248367392
ENSG00000228208	1	+	218683438	218699320
ENSG00000228253	MT	+	8366	8572
ENSG00000228259	5	+	179078298	179079294
ENSG00000228273	7	+	100547257	100550424
ENSG00000228278	9	+	117092149	117095532
ENSG00000228300	19	+	1275026	1279227
ENSG00000228325	2	-	90537839	90538397
ENSG00000228368	7	-	116605900	116607526
ENSG00000228459	X	+	3189861	3202694
ENSG00000228474	2	-	27293340	27294641
ENSG00000228517	X	-	120087142	120090454
ENSG00000228532	X	-	114952650	114953669
ENSG00000228537	9	-	70866135	70866572
ENSG00000228567	19	-	53769929	53770972
ENSG00000228570	10	+	81601114	81610628
ENSG00000228594	1	-	1533392	1535476
ENSG00000228607	11	+	113650469	113651222
ENSG00000228672	5	-	138727635	138730885
ENSG00000228696	17	-	44416763	44439130
ENSG00000228716	5	-	79922047	79950802
ENSG00000228727	6	+	31730773	31732628
ENSG00000228768	17	+	29898161	29902678
ENSG00000228804	3	+	187420101	187451637
ENSG00000228835	18	+	30349758	30354376
ENSG00000228836	X	-	134928331	134936735
ENSG00000228856	4	+	9364855	9366447
ENSG00000228919	4	+	7940728	7942022
ENSG00000228927	Y	+	9236030	9238826
ENSG00000229086	21	-	34537776	34542541
ENSG00000229117	12	+	56510370	56511727
ENSG00000229183	11	+	60989688	60999399
ENSG00000229292	19	+	56280507	56284545
ENSG00000229314	9	+	117085336	117088755
ENSG00000229387	11	+	22646860	22647369
ENSG00000229415	14	-	36942493	36983034
ENSG00000229453	3	-	48348336	48369831
ENSG00000229474	15	-	44957931	44969086
ENSG00000229510	GL000193.1	-	86545	86855
ENSG00000229544	10	-	126135592	126138753
ENSG00000229549	Y	+	9195452	9218479
ENSG00000229571	1	-	13216356	13219581
ENSG00000229579	4	+	9336384	9337976
ENSG00000229615	2	+	87092511	87092827
ENSG00000229631	GL000223.1	+	149787	180454
ENSG00000229644	10	-	36810649	36813162
ENSG00000229665	13	+	57728195	57731216
ENSG00000229676	19	+	22817126	22850472
ENSG00000229729	3	+	88108424	88184648
ENSG00000229809	16	-	30580667	30584055
ENSG00000229833	19	+	7694623	7696842
ENSG00000229859	11	+	60970852	60980570
ENSG00000229924	4	+	9172135	9178453
ENSG00000229937	7	-	18066405	18067486
ENSG00000229972	3	+	51851620	51864872
ENSG00000229974	7	-	134832797	134832916
ENSG00000230000	7	+	62809239	62812151
ENSG00000230031	15	-	21040701	21071643
ENSG00000230055	17	+	36886488	36891274
ENSG00000230062	6	+	46714654	46727243
ENSG00000230178	5	+	180794269	180795263
ENSG00000230185	9	-	115246722	115249484
ENSG00000230301	3	+	97983088	97984200
